"<img src=""Front"">"	Thai	Phonetic	Translation	Grammar	Vocabulary	Audio	Module
"<img src=""To the Moon and Back_S01E05_Episode 5.th.closedcaptions_00h18m06s520ms-00h18m09s000ms.avif"">"	[มาตา] คือฉันปวดหัวบ่อย แล้วก็ฝันเยอะน่ะค่ะ	[maa-taa] khɯɯ chǎn pùat hǔa bɔ̀i lɛ́ɛo gɔ̂ɔ fǎn yə́ nâ khâ	I often have headaches and nightmares. - Penneung wanted me to change my habits.	บ่อย (bɔ̀i): "Often" single form. Frequency of health issues.	ปวดหัว (pùat hǔa): headache	[sound:To the Moon and Back_S01E05_Episode 5.th.closedcaptions_00h18m06s520ms-00h18m09s000ms.ogg]	2.5
"<img src=""Oh My Ghost_S01E01_Episode 1.th.closedcaptions_00h15m31s885ms-00h15m34s325ms.avif"">"	แต่ขออย่างเดียวอย่ามาที่ร้านบ่อย โอเคมั้ย	tɛ̀ɛ khɔ̌ɔ yàang diao yàa maa thîi ráan bɔ̀i oo-khee mái	All I ask from you is - to please not come here so often, okay?	อย่ามา...บ่อย: "Don't come often". Request to reduce frequency.		[sound:Oh My Ghost_S01E01_Episode 1.th.closedcaptions_00h15m31s885ms-00h15m34s325ms.ogg]	2.5
"<img src=""Oh My Ghost_S01E04_Episode 4.th.closedcaptions_00h05m12s125ms-00h05m14s485ms.avif"">"	กินบ่อยแบบนี้ - เดี๋ยวตับไตก็พังหมดหรอก	gin bɔ̀i bɛ̀ɛp níi - dǐao tàp tai gɔ̂ɔ phang mòt rɔ̀ɔk	You'll get sick - if you keep drinking like that.	กินบ่อยแบบนี้: "Drink often like this". Warning about frequency.	ตับไต (tàp tai): liver and kidneys	[sound:Oh My Ghost_S01E04_Episode 4.th.closedcaptions_00h05m12s125ms-00h05m14s485ms.ogg]	2.5
"<img src=""Oh My Ghost_S01E07_Episode 7.th.closedcaptions_00h36m23s325ms-00h36m27s205ms.avif"">"	ไม่ว่าจะไปอยู่ที่ไหน เราก็จะสามารถ - ปรุงอาหารได้รสชาติตามใจได้เสมอ	mâi wâa jà pai yùu thîi nǎi rao gɔ̂ɔ jà sǎa-mâat - prung aa-hǎan dâai rót châat taam jai dâai sà-mə̌ə	you can cook the food the way you like - wherever you are.	เสมอ (sà-mə̌ə): "Always". Universal constant ability.	ปรุงอาหาร (prung aa-hǎan): cook food	[sound:Oh My Ghost_S01E07_Episode 7.th.closedcaptions_00h36m23s325ms-00h36m27s205ms.ogg]	2.5
"<img src=""Answer for Heaven_S01E06_Lost Part 1.th.closedcaptions_00h27m08s205ms-00h27m12s805ms.avif"">"	แต่ไม่ว่ามันจะยากขนาดไหน - ดิฉันก็เชื่อว่าทุกปัญหามันมีทางแก้เสมอ	tɛ̀ɛ mâi wâa man jà yâak khà-nàat nǎi - dì-chǎn gɔ̂ɔ chɯ̂a wâa thúk pǎn-hǎa man mii thaang gɛ̂ɛ sà-mə̌ə	But I believe there's always a solution - for every problem.	มี...เสมอ: "Always have". Universal truth statement.	ทางแก้ (thaang gɛ̂ɛ): solution	[sound:Answer for Heaven_S01E06_Lost Part 1.th.closedcaptions_00h27m08s205ms-00h27m12s805ms.ogg]	2.5
"<img src=""Oh My Ghost_S01E10_Episode 10.th.closedcaptions_00h50m47s325ms-00h50m50s885ms.avif"">"	เลิกดื่มเหล้าด้วย - แล้วก็ออกกำลังกายให้สม่ำเสมอ	lə̂ək dɯ̀ɯm lâo dûai - lɛ́ɛo gɔ̂ɔ ɔ̀ɔk gam-lang gaai hâi sà-mâm sà-mə̌ə	Stop drinking - and start exercising regularly.	สม่ำเสมอ (sà-mâm sà-mə̌ə): "Regularly/consistently". Steady habit.	ออกกำลังกาย (ɔ̀ɔk gam-lang gaai): exercise	[sound:Oh My Ghost_S01E10_Episode 10.th.closedcaptions_00h50m47s325ms-00h50m50s885ms.ogg]	2.5
"<img src=""Oh My Ghost_S01E12_Episode 12.th.closedcaptions_00h42m44s885ms-00h42m48s685ms.avif"">"	ไม่เป็นไร ยังไงน้ำก็เป็นอันดับหนึ่งในใจพี่เสมอ	mâi pen rai yang ngai náam gɔ̂ɔ pen an-dàp nɯ̀ng nai jai phîi sà-mə̌ə	It's fine. - You're always Number One in my heart, Nam.	เป็น...เสมอ: "Always is". Permanent state.		[sound:Oh My Ghost_S01E12_Episode 12.th.closedcaptions_00h42m44s885ms-00h42m48s685ms.ogg]	2.5
"<img src=""To the Moon and Back_S01E12_Episode 12.th.closedcaptions_00h28m24s160ms-00h28m26s960ms.avif"">"	แต่เขาก็เสมอต้นเสมอปลายในสิ่งที่เขาทำนะลูก	tɛ̀ɛ khǎo gɔ̂ɔ sà-mə̌ə tôn sà-mə̌ə plaai nai sìng thîi khǎo tham ná lûuk	but he is a consistent man.	เสมอต้นเสมอปลาย (sà-mə̌ə tôn sà-mə̌ə plaai): "Consistent throughout". Always the same.		[sound:To the Moon and Back_S01E12_Episode 12.th.closedcaptions_00h28m24s160ms-00h28m26s960ms.ogg]	2.5
"<img src=""The Love of Siam 2007 - H264 AAC.th.subtitles_02h18m28s080ms-02h18m31s280ms.avif"">"	แล้วชีวิตก็มีโอกาสเสมอ ให้เราเริ่มต้นใหม่	lɛ́ɛo chii-wít gɔ̂ɔ mii oo-gàat sà-mə̌ə hâi rao rə̂əm tôn mài	Life always means opportunities. - We can start over...	มีโอกาสเสมอ: "Always has opportunities". Life philosophy.		[sound:The Love of Siam 2007 - H264 AAC.th.subtitles_02h18m28s080ms-02h18m31s280ms.ogg]	2.5
"<img src=""Hunger 2023 - H265 AAC.th.closedcaptions_00h03m19s958ms-00h03m24s000ms.avif"">"	ผู้ชนะที่แท้จริง คือคนที่หิวโหยกว่าเสมอ	phûu cha-ná thîi thɛ́ɛ jing khɯɯ khon thîi hǐu hǒoi gwàa sà-mə̌ə	The real winners are always - the ones who hunger the most.	เสมอ ending: "Always are". Universal characteristic.	หิวโหย (hǐu hǒoi): hunger/crave	[sound:Hunger 2023 - H265 AAC.th.closedcaptions_00h03m19s958ms-00h03m24s000ms.ogg]	2.5
"<img src=""Tunnel_S01E05_Episode 5.th.subtitles_01h02m18s400ms-01h02m19s960ms.avif"">"	ความเงียบไม่ใช่เรื่องที่ดีเสมอไปนะ	khwaam ngîap mâi châi rɯ̂ang thîi dii sà-mə̌ə pai ná	Silence is not always the best option.	เสมอไป (sà-mə̌ə pai): "Always" with exceptions. Not universally true.	ความเงียบ (khwaam ngîap): silence	[sound:Tunnel_S01E05_Episode 5.th.subtitles_01h02m18s400ms-01h02m19s960ms.ogg]	2.5
"<img src=""Remember You_S01E05_Connection.th.closedcaptions_00h37m18s080ms-00h37m19s920ms.avif"">"	ทุกอย่างมันเกิดขึ้นโดยมีเหตุผลเสมอ	thúk yàang man gə̀ət khɯ̂n dooi mii hèet phǒn sà-mə̌ə	Everything happens for a reason.	เกิดขึ้น...เสมอ: "Always happens". Universal causation principle.		[sound:Remember You_S01E05_Connection.th.closedcaptions_00h37m18s080ms-00h37m19s920ms.ogg]	2.5
"<img src=""I Need Romance_S01E01_Episode 1.th.closedcaptions_00h33m09s600ms-00h33m11s520ms.avif"">"	ผมเป็นผู้ชายที่รักษาสัญญาเสมอ	phǒm pen phûu chaai thîi rák-sǎa sǎn-yaa sà-mə̌ə	I'm a man who always keeps his promises.	รักษา...เสมอ: "Always keeps". Personal principle.	รักษาสัญญา (rák-sǎa sǎn-yaa): keep promise	[sound:I Need Romance_S01E01_Episode 1.th.closedcaptions_00h33m09s600ms-00h33m11s520ms.ogg]	2.5
"<img src=""Remember You_S01E15_Brothers.th.closedcaptions_00h22m05s480ms-00h22m09s440ms.avif"">"	เมื่อก่อนนายก็ชอบเดินตามพี่ - แล้วก็ชอบให้พี่หานู่นหานี่ให้ประจำเลย	mɯ̂a gɔ̀ɔn naai gɔ̂ɔ chɔ̂ɔp dəən taam phîi - lɛ́ɛo gɔ̂ɔ chɔ̂ɔp hâi phîi hǎa nûun hǎa nîi hâi pra-jam ləəi	You used to follow me around - and ask me to get things for you.	ประจำเลย (pra-jam ləəi): "Regularly/habitually". Past regular behavior.		[sound:Remember You_S01E15_Brothers.th.closedcaptions_00h22m05s480ms-00h22m09s440ms.ogg]	2.5
"<img src=""Answer for Heaven_S01E10_Refusal.th.closedcaptions_00h37m34s965ms-00h37m39s965ms.avif"">"	เอาสิ่งที่รู้มาใช้ในชีวิตประจำวัน - รับมือกับสถานการณ์จริงครับ	ao sìng thîi rúu maa chái nai chii-wít pra-jam wan - ráp mɯɯ gàp sà-thǎa-ná-gaan jing khráp	Using what we know in daily life. - Preparing for real situations.	ชีวิตประจำวัน (chii-wít pra-jam wan): "Daily life". Regular routine.		[sound:Answer for Heaven_S01E10_Refusal.th.closedcaptions_00h37m34s965ms-00h37m39s965ms.ogg]	2.5
"<img src=""To the Moon and Back_S01E14_Episode 14.th.closedcaptions_00h14m38s040ms-00h14m41s840ms.avif"">"	ร้านนี้เป็นร้านที่มาตาชอบมากเลยนะ - เป็นหนึ่งซื้อให้ประจำเลย	ráan níi pen ráan thîi maa-taa chɔ̂ɔp mâak ləəi ná - pen nɯ̀ng sɯ́ɯ hâi pra-jam ləəi	Garlic chive cakes! - It's my favorite place. - Penneung always buys them for me.	ซื้อให้ประจำ: "Regularly buys for". Habitual purchasing.		[sound:To the Moon and Back_S01E14_Episode 14.th.closedcaptions_00h14m38s040ms-00h14m41s840ms.ogg]	2.5
"<img src=""Remember You_S01E09_Hostages.th.closedcaptions_00h59m16s120ms-00h59m19s440ms.avif"">"	สันนิษฐานได้ว่า - คนร้ายจะต้องใช้เส้นทางนี้เป็นประจำ	sǎn-nít-thǎan dâai wâa - khon ráai jà tɔ̂ŋ chái sên thaang níi pen pra-jam	We can assume that - the culprit takes this route regularly.	ใช้...เป็นประจำ: "Use regularly". Habitual route.	สันนิษฐาน (sǎn-nít-thǎan): assume	[sound:Remember You_S01E09_Hostages.th.closedcaptions_00h59m16s120ms-00h59m19s440ms.ogg]	2.5
"<img src=""Oh My Ghost_S01E07_Episode 7.th.closedcaptions_00h10m55s125ms-00h10m57s925ms.avif"">"	แม่เขาเป็นลูกค้าประจำฉัน เราเป็นเพื่อนกันแล้ว	mɛ̂ɛ khǎo pen lûuk kháa pra-jam chǎn rao pen phɯ̂an gan lɛ́ɛo	His mom is my client! We're friends.	ลูกค้าประจำ (lûuk kháa pra-jam): "Regular customer". Established client.		[sound:Oh My Ghost_S01E07_Episode 7.th.closedcaptions_00h10m55s125ms-00h10m57s925ms.ogg]	2.5
"<img src=""Blue Again 2022 - H264 AAC.th.subtitles_00h24m07s541ms-00h24m09s916ms.avif"">"	- มึงมาร้านนี้บ่อยเหรอ - - เออ เจ้าประจำอะมึง	- mɯng maa ráan níi bɔ̀i rə̌ə - - əə jâo pra-jam à mɯng	-You're a regular here? - -I used to come after school.	เจ้าประจำ (jâo pra-jam): "Regular patron". Frequent customer.		[sound:Blue Again 2022 - H264 AAC.th.subtitles_00h24m07s541ms-00h24m09s916ms.ogg]	2.5
"<img src=""To the Moon and Back_S01E05_Episode 5.th.closedcaptions_00h17m59s280ms-00h18m02s720ms.avif"">"	คือ ฉันกินข้าวเย็นที่นี่เป็นประจำน่ะค่ะ	khɯɯ chǎn gin khâao yen thîi nîi pen pra-jam nâ khâ	Well, I often have dinner here.	เป็นประจำ (pen pra-jam): "Regularly". Established routine.		[sound:To the Moon and Back_S01E05_Episode 5.th.closedcaptions_00h17m59s280ms-00h18m02s720ms.ogg]	2.5
"<img src=""Tunnel_S01E01_Episode 1.th.subtitles_00h20m34s520ms-00h20m36s240ms.avif"">"	บอกว่าเธอเดินกลับบ้าน - ผ่านทางนี้ประจำ	bɔ̀ɔk wâa thəə dəən glàp bâan - phàan thaang níi pra-jam	that she always took this path - on her way home.	ผ่าน...ประจำ: "Pass through regularly". Habitual route.		[sound:Tunnel_S01E01_Episode 1.th.subtitles_00h20m34s520ms-00h20m36s240ms.ogg]	2.5
"<img src=""Girl from Nowhere_S01E04_Hi-So.th.closedcaptions_00h05m31s400ms-00h05m34s320ms.avif"">"	[ไดโน] อ้าว กูก็ต้องมีธุระกับ - พ่อแม่กูหรือเปล่าวะ นานๆ ทีจะเจอกัน	[dai-noo] âao guu gɔ̂ɔ tɔ̂ŋ mii thú-rá gàp - phɔ̂ɔ mɛ̂ɛ guu rɯ̌ɯ plàao wá naan naan thii jà jəə gan	Hey, I had to spend time with my parents. - We don't see each other often.	นานๆ ที (naan naan thii): "Once in a while". Infrequent meetings.	ธุระ (thú-rá): business/matters	[sound:Girl from Nowhere_S01E04_Hi-So.th.closedcaptions_00h05m31s400ms-00h05m34s320ms.ogg]	2.5
"<img src=""Unlucky Ploy_S01E02_Episode 2.th.subtitles_00h13m45s360ms-00h13m48s600ms.avif"">"	ก็มันตื่นเต้นนี่หว่า - กว่าจะได้เจอเพื่อน นานๆ ที	gɔ̂ɔ man tɯ̀ɯn tên nîi wàa - gwàa jà dâai jəə phɯ̂an naan naan thii	I'm just excited. - It's not often I get to see my friends.	นานๆ ที shortened: "Rarely/seldom". Infrequent occurrence.	ตื่นเต้น (tɯ̀ɯn tên): excited	[sound:Unlucky Ploy_S01E02_Episode 2.th.subtitles_00h13m45s360ms-00h13m48s600ms.ogg]	2.5
"<img src=""Oh My Ghost_S01E12_Episode 12.th.closedcaptions_00h58m19s405ms-00h58m22s245ms.avif"">"	ผมไม่ค่อยชินอ่ะ นานๆ กินทีละท้องมันอืด	phǒm mâi khɔ̂i chin à naan naan gin thii lá thɔ́ɔng man ɯ̀ɯt	I'm just not used to it. - I rarely eat it. I get bloated.	นานๆ กินที: "Rarely eat once". Very infrequent consumption.	อืด (ɯ̀ɯt): bloated	[sound:Oh My Ghost_S01E12_Episode 12.th.closedcaptions_00h58m19s405ms-00h58m22s245ms.ogg]	2.5
"<img src=""The Underclass_S01E04_Fake Black Sheep 1.th.subtitles_00h40m30s960ms-00h40m33s120ms.avif"">"	นานๆ ทีแกก็เอาเรื่องเหมือนกันนะ	naan naan thii gɛɛ gɔ̂ɔ ao rɯ̂ang mɯ̌an gan ná	I see you can do something right.	นานๆ ที...ก็: "Once in a while also". Rare positive occurrence.	เอาเรื่อง (ao rɯ̂ang): do something right	[sound:The Underclass_S01E04_Fake Black Sheep 1.th.subtitles_00h40m30s960ms-00h40m33s120ms.ogg]	2.5
"<img src=""Oh My Ghost_S01E11_Episode 11.th.closedcaptions_00h53m44s485ms-00h53m46s605ms.avif"">"	นานๆ ฉันถึงจะมีลูกค้าเข้ามานะ	naan naan chǎn thɯ̌ng jà mii lûuk kháa khâo maa ná	You know how rarely I get clients?	นานๆ...ถึงจะ: "Rarely do I". Emphasizing infrequency.		[sound:Oh My Ghost_S01E11_Episode 11.th.closedcaptions_00h53m44s485ms-00h53m46s605ms.ogg]	2.5
"<img src=""Happy Old Year 2019 - H264 AAC.th.subtitles_00h36m47s958ms-00h36m50s541ms.avif"">"	นานๆ ทีจะเจอของดีๆ น่ะครับ	naan naan thii jà jəə khɔ̌ɔng dii dii nâ khráp	It's not often I come across good stuff.	นานๆ ทีจะ: "Rarely will". Infrequent good finds.		[sound:Happy Old Year 2019 - H264 AAC.th.subtitles_00h36m47s958ms-00h36m50s541ms.ogg]	2.5
"<img src=""Girl from Nowhere_S02E01_Pregnant.th.closedcaptions_00h16m17s320ms-00h16m19s120ms.avif"">"	เราก็แค่สนุกกันเป็นครั้งคราว	rao gɔ̂ɔ khɛ̂ɛ sà-nùk gan pen khráng khraao	we just had fun from time to time,	เป็นครั้งคราว (pen khráng khraao): "Occasionally". Intermittent activity.		[sound:Girl from Nowhere_S02E01_Pregnant.th.closedcaptions_00h16m17s320ms-00h16m19s120ms.ogg]	2.5
"<img src=""Girl from Nowhere_S02E02_True Love.th.closedcaptions_00h33m49s040ms-00h33m52s920ms.avif"">"	[ลินดา] ครูรู้ไหมคะ หนูรู้สึกอบอุ่น - ทุกครั้งที่ได้อยู่ใกล้ครู	[lin-daa] khruu rúu mǎi khá nǔu rúu sɯ̀k òp ùn - thúk khráng thîi dâai yùu glâi khruu	Do you know I feel warm - every time I'm near you?	ทุกครั้งที่ (thúk khráng thîi): "Every time that". Consistent occurrence.	อบอุ่น (òp ùn): warm	[sound:Girl from Nowhere_S02E02_True Love.th.closedcaptions_00h33m49s040ms-00h33m52s920ms.ogg]	2.5
"<img src=""Remember You_S01E15_Brothers.th.closedcaptions_00h06m55s320ms-00h06m59s880ms.avif"">"	ทุกครั้งที่คุณหวังดีกับใคร - มันก็มักจะจบลงแบบนี้ตลอด	thúk khráng thîi khun wǎng dii gàp khrai - man gɔ̂ɔ mák jà jòp long bɛ̀ɛp níi tà-lɔ̀ɔt	Every time you mean well to someone, - it always ends like this.	ทุกครั้งที่...มักจะ: "Every time...usually". Consistent pattern.		[sound:Remember You_S01E15_Brothers.th.closedcaptions_00h06m55s320ms-00h06m59s880ms.ogg]	2.5
